 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (1.000000000000+0.000000000000j)
 (0.809016994375+0.587785252292j)
 (0.750111069630+0.661311865324j)
 (0.750111069630+0.661311865324j)
 (0.809016994375+0.587785252292j)
 (0.904827052466+0.425779291565j)
 (0.904827052466+-0.425779291565j)
 (0.809016994375+-0.587785252292j)
 (0.809016994375+-0.587785252292j)
 (0.425779291565+0.904827052466j)
 (0.684547105929+0.728968627421j)
 (0.425779291565+-0.904827052466j)
 (0.684547105929+-0.728968627421j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.902916795864+0.429815378675j)
 (0.902916796817+-0.429815376675j)
 (0.794970805177+0.606647689286j)
 (0.582257857404+0.813004174338j)
 (0.069219840734+0.997601430256j)
 (0.098238454479+0.995162904283j)
 (0.315107632443+0.949055941437j)
 (0.750111069630+0.661311865324j)
 (0.750111069630+0.661311865324j)
 (0.750111069630+0.661311865324j)
 (0.780430407414+0.625242656242j)
 (0.983215051383+0.182450439119j)
 (0.983215051119+-0.182450440539j)
 (0.707106781187+-0.707106781186j)
 (0.809016994375+-0.587785252292j)
 (0.809016994375+-0.587785252292j)
 (0.809016994375+-0.587785252292j)
 (0.809016994375+-0.587785252292j)
 (0.809016994375+-0.587785252292j)
 (0.809016994375+-0.587785252292j)
 (0.809016994375+-0.587785252292j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
 (0.000000000000+0.000000000000j)
